id,name,skills,location,preferred_field
3405,Kenneth Frederick,"Machine Learning, HTML, Python, CSS",Williamston,Cybersecurity
3406,Scott Mason,"C++, Python, TensorFlow, R, React",Scottchester,Cybersecurity
3407,John Bush,"React, SQL, TensorFlow",South Donnamouth,Mobile Development
3408,Jordan Chaney,"C++, Java, Machine Learning, R",West Jenniferland,Cybersecurity
3409,William Bartlett,"React, CSS",Gregoryport,Data Science
3410,Beth Collins,"Java, React, R, SQL, Python",Jimshire,Data Science
3411,Craig Ross,"Machine Learning, TensorFlow, C++, SQL",Lake Terrystad,Web Development
3412,Angela Waters,"Java, Python, SQL, CSS, HTML",South Sydneytown,Mobile Development
3413,Michael Green,"C++, React, HTML",New Hollyville,AI/ML
3414,Scott Cook,"HTML, R, C++",South Christopher,Data Science
3415,Dr. Kimberly Martinez MD,"C++, React, R",Michelleshire,Mobile Development
3416,Charles Fuller,"Java, C++, SQL, React, TensorFlow",East Evanville,Cybersecurity
3417,Douglas Gardner,"Java, C++, SQL",Lake Glenn,Mobile Development
3418,Antonio Washington,"CSS, C++, Java, TensorFlow",Saraton,Cybersecurity
3419,Alexis Douglas,"TensorFlow, C++, SQL, Java, React",Jeffreymouth,Mobile Development
3420,James Harrison,"TensorFlow, Python, SQL, R, C++",South Nathanborough,AI/ML
3421,Dale Warren,"Python, SQL, Machine Learning, CSS, TensorFlow",Castillostad,AI/ML
3422,Latasha Singh,"HTML, SQL, Java, C++",Millerburgh,Web Development
3423,Lisa Lowe,"Python, Java, Machine Learning, C++, SQL",Lake Peter,Web Development
3424,Juan Elliott,"Java, Machine Learning, TensorFlow",North Alanshire,Web Development
3425,Donald Gomez,"Java, React, Python",Jessicachester,Data Science
3426,Bonnie Vaughn,"CSS, SQL, React",North James,Data Science
3427,Wendy Collins,"R, React",Mathewton,Cybersecurity
3428,Stephen Smith,"CSS, C++, Machine Learning, HTML, SQL",Hallmouth,Cybersecurity
3429,Lawrence Stevens,"SQL, HTML",Lewisborough,Web Development
3430,Alyssa Thomas,"Python, R, React, Machine Learning, CSS",Seantown,AI/ML
3431,Jennifer Shannon,"TensorFlow, CSS, React, SQL",Schaeferhaven,AI/ML
3432,Jeffrey Spears,"HTML, CSS",North Kelly,Web Development
3433,Tracey Schwartz,"Python, R, Java",Reedfort,Web Development
3434,Diana Shaw,"R, CSS",Thomasside,AI/ML
3435,Mark Singh,"Python, R, C++, Machine Learning",Buchananborough,Cybersecurity
3436,Kayla Alvarez,"Java, SQL, TensorFlow, HTML",Port Kristine,Mobile Development
3437,David Lucas,"C++, React, R, SQL",Port Amandaburgh,Mobile Development
3438,Kenneth Davis,"Java, SQL, R, TensorFlow",West Kenneth,Cybersecurity
3439,Steven Richardson,"Python, C++, CSS",Collinstown,Mobile Development
3440,Carol Johnson,"Python, CSS",North Tiffanyland,Cybersecurity
3441,Justin Middleton,"C++, R, CSS",Marisaview,Mobile Development
3442,Jennifer Everett,"CSS, Java",Lake Kevinshire,Mobile Development
3443,Jesus Green,"HTML, React, SQL, Java, Python",Romeroton,Mobile Development
3444,Ryan Smith,"TensorFlow, C++, React",Allenville,Mobile Development
3445,John Pearson,"React, Python, HTML, SQL",North Kelseyshire,Web Development
3446,Brittany Johnson,"Python, Machine Learning",West Olivialand,Mobile Development
3447,Clarence Ramos,"HTML, SQL",Wendytown,Mobile Development
3448,Michael Bowman,"TensorFlow, Machine Learning, CSS",Hobbsmouth,Cybersecurity
3449,Laura Vargas,"Python, HTML, R, SQL, Machine Learning",Baldwinmouth,Cybersecurity
3450,Alan Barnett,"SQL, Python, CSS",Kennethville,Cybersecurity
3451,Tammy Woods,"C++, TensorFlow",East Amandamouth,Data Science
3452,Adam Miller,"R, TensorFlow, Machine Learning, SQL, Java",South Meghanmouth,AI/ML
3453,Wesley White,"HTML, CSS, C++",East Erikatown,AI/ML
3454,Christopher Avila,"Machine Learning, CSS, SQL, Python, HTML",South Kevin,Cybersecurity
3455,Mark Roberts,"HTML, C++",West Cynthia,AI/ML
3456,Michael Jones,"React, Java, Machine Learning, Python",Perrytown,Web Development
3457,Michael Reed,"C++, TensorFlow, HTML, CSS, Machine Learning",North Laurenberg,Data Science
3458,Joseph Clements,"Java, CSS, React",West Amyview,Cybersecurity
3459,Tina Miller,"CSS, SQL, HTML, React, Java",Taramouth,Data Science
3460,Crystal Snyder,"TensorFlow, SQL, React, Machine Learning",East John,Web Development
3461,Christy Hawkins,"Java, React",Dariusfurt,Web Development
3462,Brandi Brandt,"R, Machine Learning, TensorFlow, CSS",Lake Rebeccafort,Data Science
3463,Jesse Hampton,"Python, HTML, React, SQL",South Michelle,AI/ML
3464,Diane Mccall,"C++, React, R, CSS, TensorFlow",South Trevorchester,Web Development
3465,Calvin Hall Jr.,"HTML, Machine Learning, Python, C++, TensorFlow",Lake Peter,Mobile Development
3466,Daniel Boyd,"Machine Learning, SQL, React, C++",Angelachester,AI/ML
3467,Emily Pineda,"C++, SQL",Jamesburgh,Cybersecurity
3468,Stanley Brooks,"Java, Python, SQL, R, C++",Alvarezburgh,Data Science
3469,Daniel Brooks,"Machine Learning, SQL, C++, CSS",Martinezmouth,Data Science
3470,Vincent Hall,"HTML, Machine Learning",Nataliehaven,AI/ML
3471,Daniel Mccullough,"Machine Learning, React, R, CSS",Fergusonchester,Web Development
3472,Nicholas Mendoza,"C++, Machine Learning, React, SQL",West Abigailfurt,Data Science
3473,Richard Campbell,"SQL, C++",Daviesborough,AI/ML
3474,Brian Evans,"TensorFlow, Machine Learning, HTML",Shahland,Cybersecurity
3475,Sonya Robinson,"Machine Learning, TensorFlow, SQL, Java",Johnsonland,Mobile Development
3476,William Mullins,"R, SQL, Python, C++, Java",North Christie,Mobile Development
3477,Hector Schwartz,"Java, HTML, C++",Austinshire,Web Development
3478,Shawn Mathis MD,"Java, React",Harryview,Cybersecurity
3479,Monica Wilson,"Python, Java, Machine Learning, C++",Port Phillipfurt,Data Science
3480,Amanda Larsen,"Java, TensorFlow, HTML, R",South Chasehaven,Web Development
3481,Ashley Blackburn,"SQL, Java, C++, React",Heathland,AI/ML
3482,Stephanie Brewer,"Python, HTML, TensorFlow, Machine Learning",East Christopher,AI/ML
3483,Catherine Silva,"Java, React",Mooreshire,AI/ML
3484,David Costa,"React, C++, HTML, Python, Machine Learning",South Brentmouth,AI/ML
3485,Matthew Allen,"SQL, C++, Machine Learning, React, HTML",Lake Tanya,AI/ML
3486,Dustin May,"React, CSS, TensorFlow, HTML",North Justinfort,Mobile Development
3487,Bryan Frederick,"Python, React, R, CSS",Port Kevinport,Data Science
3488,Pamela Smith,"HTML, Java, C++",West Davidport,Mobile Development
3489,Kimberly Lynch,"C++, CSS, R, Java, TensorFlow",Conwayport,Web Development
3490,Terry Munoz,"SQL, TensorFlow, React",North Sydneystad,Data Science
3491,John Watson,"HTML, Machine Learning, React, TensorFlow",Kellyfurt,Web Development
3492,Lori Thomas,"Python, Machine Learning, SQL, React",Hoffmanton,Web Development
3493,John Flowers,"C++, Machine Learning",Deborahshire,Web Development
3494,Caroline Bean,"C++, React, Python, Java, Machine Learning",West Paulborough,Mobile Development
3495,William Owens,"CSS, Python",Port Loganshire,Web Development
3496,Joseph Vaughn,"Machine Learning, Python, CSS",Codyborough,Cybersecurity
3497,Lisa Morgan,"TensorFlow, HTML",Diazfort,AI/ML
3498,Angela Reyes,"CSS, Python, TensorFlow, R, Java",Lake Amyview,AI/ML
3499,Allen Oconnell,"Java, SQL, R, HTML",Johnsonberg,Web Development
3500,Kim Ward,"CSS, Machine Learning, React, HTML",East Erica,AI/ML
3501,Jennifer Gonzales,"SQL, Java, C++, Python, Machine Learning",Jasonshire,Data Science
3502,Mrs. Taylor Johnson,"SQL, React, Java",New Markfurt,AI/ML
3503,Michael Potter,"CSS, C++, TensorFlow",East David,Cybersecurity
3504,Mark Park,"Machine Learning, React, Python, CSS",Rivasberg,AI/ML
3505,Audrey Mason,"CSS, HTML, Machine Learning",New Dave,Cybersecurity
3506,Deborah Robertson,"TensorFlow, HTML",Morganfurt,AI/ML
3507,James Johnson,"HTML, React, TensorFlow",New Robert,Web Development
3508,Kimberly Wilson,"React, Python, R, Java",East Gregory,Mobile Development
3509,Rachel Chavez,"C++, HTML, CSS",Sheltonville,AI/ML
3510,Kelly Lewis,"CSS, React, TensorFlow",South Brianport,Data Science
3511,Sean Choi,"Python, Machine Learning, SQL, TensorFlow",Amandaland,Cybersecurity
3512,Chelsea Russell,"C++, TensorFlow, React, CSS, Python",West Robertchester,AI/ML
3513,Kara Burgess,"React, CSS, Machine Learning",Austinbury,Mobile Development
3514,Ryan Wall,"Machine Learning, Java, R",East Sean,AI/ML
3515,Jesse Petersen,"C++, React, Python, R",Lake Michaelshire,AI/ML
3516,Joseph Montgomery,"TensorFlow, SQL, Python, React, R",South Michaelborough,Data Science
3517,Ronald Mueller,"CSS, SQL, Machine Learning, Java, React",North Susan,AI/ML
3518,Joshua Christensen,"Machine Learning, CSS, R, HTML, React",Smithshire,Mobile Development
3519,Henry Miller,"Machine Learning, Python, TensorFlow, Java, React",West Lanceville,Data Science
3520,Brianna Peters,"TensorFlow, Java",Port Carrie,Cybersecurity
3521,Mary Peters,"HTML, React, TensorFlow",New Amandashire,Web Development
3522,Michael Wilkins,"Machine Learning, Java",Dannyport,Mobile Development
3523,Anthony Spencer,"Machine Learning, CSS, R, Python",South Megan,Cybersecurity
3524,Kimberly Monroe,"SQL, TensorFlow",Stewarttown,Mobile Development
3525,John Ramirez,"CSS, Machine Learning, HTML, React",Jasonside,Web Development
3526,Frank Lindsey,"R, CSS, Python, React",North Yolandastad,Mobile Development
3527,Christian Gutierrez,"SQL, TensorFlow, React, R, Machine Learning",Johnstonshire,Cybersecurity
3528,David Reeves,"Machine Learning, R, SQL, Java, React",East Joshuahaven,Web Development
3529,Benjamin Johnson,"SQL, React, Python, C++, TensorFlow",Coopershire,Web Development
3530,Ryan White,"R, HTML, Java",Port Christopherland,Web Development
3531,Scott Potter,"SQL, Python, R, Java",Shawnside,Cybersecurity
3532,Marie Johnson,"SQL, TensorFlow, Python, Java, C++",Johnsonmouth,AI/ML
3533,Laura Martinez,"C++, TensorFlow, HTML, Python",Johnmouth,AI/ML
3534,Natalie Miller,"Python, React, TensorFlow, HTML",Rodriguezbury,Mobile Development
3535,Kevin Morrow Jr.,"CSS, React, SQL, Machine Learning, TensorFlow",Sullivanfort,AI/ML
3536,Troy Sparks,"Machine Learning, HTML, C++",Jessicaborough,Web Development
3537,Savannah Avery,"SQL, CSS, Java",New Alison,Cybersecurity
3538,Ian Hernandez,"Java, R, Machine Learning, TensorFlow",East Nicoleland,Data Science
3539,Eric Williams,"React, Java, R, C++, CSS",South Anna,Web Development
3540,Christine Warner,"React, TensorFlow, Python, R",Port Melaniestad,Data Science
3541,Alan Davidson,"Java, React, R, SQL",New Angelaville,Cybersecurity
3542,Kara Castillo,"Java, CSS",Fryeborough,AI/ML
3543,Brian Vargas,"CSS, R, SQL, TensorFlow, HTML",Lake Brenda,Cybersecurity
3544,Crystal Gonzalez,"CSS, R",North Brandon,Data Science
3545,Joshua Powell,"Java, React, SQL, Machine Learning, CSS",Donnashire,Data Science
3546,Christina Ellis,"Python, HTML, SQL",Hillborough,Cybersecurity
3547,Jennifer Murray,"CSS, R",Cruzchester,Data Science
3548,Joshua Garrison,"C++, TensorFlow",Port Michael,AI/ML
3549,Kevin Benton,"Java, TensorFlow",Patrickport,Cybersecurity
3550,Aaron Mercer,"TensorFlow, R, HTML, React",North Angelaville,Web Development
3551,Timothy Anderson,"Java, HTML",West Christine,AI/ML
3552,Adam Barron,"SQL, C++",Faulknerhaven,Mobile Development
3553,Elizabeth Huynh,"React, Python, Java, R",Aliland,AI/ML
3554,Kathleen Sanders,"Python, R, Machine Learning, CSS",East Cynthia,Mobile Development
3555,Deborah Valenzuela,"HTML, SQL, R",East Heather,Web Development
3556,Anthony Mitchell,"R, Machine Learning, Python",Terrystad,Data Science
3557,Bruce Henderson,"SQL, Python",Lake Stacyton,AI/ML
3558,Emily Rosales,"SQL, Python, HTML, Java, React",Nealstad,AI/ML
3559,Michael Davis,"R, TensorFlow, SQL, Python, CSS",Millerfort,Data Science
3560,Chad Esparza,"TensorFlow, C++, React, Machine Learning, CSS",Mathishaven,Data Science
3561,Jeffrey Shepherd,"HTML, C++, React",Torresfort,Data Science
3562,Timothy Rasmussen,"SQL, TensorFlow, React, HTML, R",Port Megan,AI/ML
3563,Jared Snow,"Python, CSS",Jacquelinefurt,Data Science
3564,Allison Watkins,"TensorFlow, Python, Java",South Theodorefort,AI/ML
3565,Eric Medina,"Java, React, Machine Learning, Python, HTML",New Jennifer,Data Science
3566,Dale Vance,"HTML, Machine Learning, React, CSS, Python",West Sharon,Cybersecurity
3567,James Baker,"HTML, C++, SQL, React",West Johnstad,Mobile Development
3568,Daniel Edwards,"C++, HTML, R",Perezbury,Data Science
3569,David Bell,"Python, HTML, C++, TensorFlow, SQL",Fisherhaven,AI/ML
3570,Brooke Moore,"Machine Learning, CSS",New Michaelville,Cybersecurity
3571,Alicia Nichols,"CSS, Python, SQL, React, Machine Learning",Rodriguezborough,Cybersecurity
3572,Laura Patterson,"TensorFlow, Java",South Susan,Cybersecurity
3573,Daniel Patterson,"Python, React, SQL, C++",New Barbara,Cybersecurity
3574,Travis Lam,"R, React",Williamburgh,Mobile Development
3575,Kimberly Harris,"CSS, C++, SQL, Python",Heathermouth,AI/ML
3576,Brent Hernandez,"C++, CSS, Python, React, Java",Anthonyshire,Web Development
3577,Meredith Perkins,"HTML, React, TensorFlow, R, Python",Hollowayland,Web Development
3578,Brittany Smith,"React, HTML, TensorFlow, SQL",Murphyland,Web Development
3579,Barbara Jones,"React, SQL",East Robert,AI/ML
3580,Andrea Palmer,"TensorFlow, CSS",Walkerland,Data Science
3581,Tonya Taylor,"Python, Java, R, C++, React",East Cassandra,Mobile Development
3582,Ronald Hernandez,"React, TensorFlow, Python",South Kelly,Mobile Development
3583,Erica Frank,"Java, Machine Learning",New Brian,AI/ML
3584,Elizabeth Smith,"SQL, R, CSS, React, C++",North Matthewberg,Cybersecurity
3585,Cody Schmitt,"SQL, React, Java",Rebeccaport,Cybersecurity
3586,Justin Patel,"R, HTML, C++, React",Sethmouth,Mobile Development
3587,Cynthia Martin,"C++, Python, React",North Alishamouth,Mobile Development
3588,Steven Floyd Jr.,"TensorFlow, Python",New Sergio,Cybersecurity
3589,Lindsay Malone,"Java, CSS",New Catherineshire,Cybersecurity
3590,Christopher Mendoza,"Python, Java, TensorFlow",West Kathrynside,Mobile Development
3591,Donna Smith,"Java, CSS, TensorFlow, Python",North Dianaborough,AI/ML
3592,Joe Carter,"CSS, React, C++, TensorFlow",Kaitlynville,Mobile Development
3593,Dylan Briggs,"HTML, React, Machine Learning",Lake Aaron,Data Science
3594,Erin Hunt,"CSS, TensorFlow, Machine Learning, HTML, R",Stephanieview,Data Science
3595,Lisa Atkins,"React, HTML, CSS, TensorFlow",Port Christina,Cybersecurity
3596,Lori Ortiz,"TensorFlow, C++, R, SQL",Lake Cynthiaton,Mobile Development
3597,Kim Schaefer,"HTML, TensorFlow, SQL, R, React",Johnsonburgh,Data Science
3598,Misty Vega,"Machine Learning, Java",Johnsonberg,Mobile Development
3599,Michael Dixon,"SQL, HTML, R",Anthonyfurt,Cybersecurity
3600,Crystal Rice,"CSS, TensorFlow, R",Timburgh,AI/ML
3601,Tony Kane,"TensorFlow, React",Jenniferbury,Data Science
3602,Marie Peters,"Java, React, Machine Learning",Shirleymouth,Data Science
3603,Bobby Mahoney,"R, HTML, TensorFlow, Machine Learning",Timothymouth,Web Development
3604,Antonio Smith,"SQL, React, Python, Java",Dawnshire,Data Science
3605,Sarah Mendez,"TensorFlow, Machine Learning, R, HTML",Paulburgh,Web Development
3606,Donald Moreno,"React, HTML, Python, CSS, TensorFlow",West Anthony,Web Development
3607,Julia Burnett,"TensorFlow, HTML, Machine Learning, Java, React",South Meganville,AI/ML
3608,Lisa Lee,"SQL, Java, React, CSS, Machine Learning",Michellefurt,Web Development
3609,Pamela Dean,"SQL, R, Machine Learning",Gonzalezfurt,AI/ML
3610,Angel Taylor,"Machine Learning, CSS, HTML, Python",Mitchellberg,Cybersecurity
3611,Marcus Maldonado,"Machine Learning, Java",West Monica,Data Science
3612,Christopher Fernandez,"CSS, SQL, R, HTML, React",South Kyle,Data Science
3613,Sarah Wheeler,"Python, Machine Learning, CSS",New Allison,Mobile Development
3614,Andrea Mcgrath,"TensorFlow, Machine Learning, HTML, Python, React",Whitneyfort,Web Development
3615,Angelica Johnson,"SQL, HTML, Java",Navarrobury,Mobile Development
3616,Daniel Osborn,"C++, Machine Learning, Python",Codyfurt,Web Development
3617,Melissa Sheppard,"React, CSS, Java",Mcintoshfort,Mobile Development
3618,Daniel Howard,"C++, Machine Learning, React",Port Kyle,Data Science
3619,Gabriel Coleman,"R, TensorFlow, C++, SQL, Python",Lopezton,Data Science
3620,Brian Cooper,"Machine Learning, TensorFlow, R, CSS",Bestborough,Mobile Development
3621,Jason Hanna,"CSS, Python",North Jeffreyfort,Mobile Development
3622,Timothy Estrada,"SQL, TensorFlow, Java, Python, C++",South Michael,Mobile Development
3623,Brandon Stewart,"Python, SQL, Machine Learning, C++, CSS",Cartermouth,AI/ML
3624,Jeremy Morris,"Java, CSS, HTML",New Elizabeth,Mobile Development
3625,Diana Rogers,"Java, CSS",Dianemouth,Mobile Development
3626,April Perez,"R, Python",West Bretttown,AI/ML
3627,Lawrence Clark,"SQL, TensorFlow, React, R, C++",Lake John,Data Science
3628,Matthew Mcbride,"Java, CSS, HTML",South Brycestad,AI/ML
3629,Mr. William Escobar,"Python, Machine Learning, CSS, HTML",Lake Antonio,Cybersecurity
3630,Parker Morris,"Python, C++, Machine Learning, Java",Christopherberg,Mobile Development
3631,Taylor Smith,"React, Python, Java, HTML, TensorFlow",Robinsonborough,AI/ML
3632,Thomas Nguyen,"Python, R, HTML",Port Patriciaburgh,Cybersecurity
3633,Beverly Evans,"SQL, Java, Python, HTML, CSS",Rachelstad,Data Science
3634,Thomas Reeves,"R, CSS, React, Java",Aaronshire,Web Development
3635,Joseph Williams,"Python, React",Sarahborough,Cybersecurity
3636,Michael Vargas,"CSS, Java, TensorFlow, C++, SQL",West Jennifer,Mobile Development
3637,Paula Dixon,"React, Machine Learning, C++, SQL, Python",Port Phillipland,Data Science
3638,Julian Reeves,"Machine Learning, TensorFlow, Python",Joshuachester,Data Science
3639,Zachary Mcdonald,"HTML, Machine Learning, Java, React, R",East Carlos,Mobile Development
3640,Melissa Knapp,"R, CSS, SQL, Python, React",Lake Staceyberg,Web Development
3641,Vicki Summers,"Java, C++, Machine Learning, HTML",North Taraside,Mobile Development
3642,Gary Martinez,"Machine Learning, HTML",Davidview,Data Science
3643,Kristin Galvan,"C++, Python, R",Courtneyhaven,Cybersecurity
3644,Vicki Butler,"C++, Machine Learning, HTML, TensorFlow, R",Shaneborough,Data Science
3645,Stephen Cunningham,"SQL, React, R, CSS, Python",East Annamouth,Mobile Development
3646,Denise Ellis,"Java, Machine Learning",North Josephbury,AI/ML
3647,Jeremy Martin,"TensorFlow, HTML, Java, SQL",Port Austin,Web Development
3648,Emily Green,"Python, R, SQL, CSS, HTML",Port Donald,Mobile Development
3649,Larry Mckenzie,"Machine Learning, HTML, Python",Kellybury,Mobile Development
3650,Becky Anderson,"Machine Learning, Java, R, HTML",West Hunter,Web Development
3651,Helen Young,"CSS, C++",Amyfurt,Mobile Development
